hl1_x,position_section,position_subsection,author,year,longitude,latitude,Tract,T_Total,T_White alone,T_Black or African American alone,T_American Indian and Alaska Native alone,T_Asian alone,T_Native Hawaiian and Other Pacific Islander alone,T_Some Other Race alone,T_Population of two or more races,T_Total Hispanic or Latino origin,T_Not Hispanic or Latino,T_Hispanic or Latino,Article_Count,T_majority_race,Neighborhood,White alone,Black or African American alone,Hispanic or Latino,"Asian, Native Hawaiian and Pacific Islander",Other Races or Multiple Races,majority_race
new partners ceo joins mass. competitive partnership,BUSINESS,unknown,unknown,2019.0,-71.1257664,42.2488798,140300.0,6382.0,1667.0,3667.0,27.0,85.0,4.0,681.0,251.0,6382.0,4908.0,1474.0,2.0,T_Black or African American alone,Hyde Park,7632.0,15628.0,8319.0,736.0,1857.0,Black or African American alone
new england official pizza,BUSINESS,unknown,unknown,2019.0,-71.123903,42.2556574,140300.0,6382.0,1667.0,3667.0,27.0,85.0,4.0,681.0,251.0,6382.0,4908.0,1474.0,2.0,T_Black or African American alone,Hyde Park,7632.0,15628.0,8319.0,736.0,1857.0,Black or African American alone
star gazing in lowell,NEWS,Metro,unknown,2019.0,-71.3247164,42.6552587,310500.0,,,,,,,,,,,,,,,,,,,,
using eggshells to grow bone,NEWS,Metro,unknown,2019.0,-71.3247164,42.6552587,310500.0,,,,,,,,,,,,,,,,,,,,
wu son run into confused bps staff,NEWS,Metro,unknown,2019.0,-71.12679419999999,42.2865062,110401.0,3566.0,1655.0,1047.0,16.0,93.0,6.0,543.0,206.0,3566.0,2257.0,1309.0,1.0,T_White alone,Roslindale,14014.0,5784.0,7255.0,987.0,1546.0,White alone
doyle liquor license transfer advances,BUSINESS,unknown,unknown,2019.0,-71.2033622,42.1815845,413100.0,,,,,,,,,,,,,,,,,,,,
umass out of a10 tournament,SPORTS,unknown,unknown,2019.0,-97.7430608,30.267153,1100.0,,,,,,,,,,,,,,,,,,,,
rosie place shelter gets new leader,NEWS,Metro,unknown,2019.0,-71.0769049,42.33409229999999,80401.0,2710.0,488.0,1536.0,28.0,67.0,0.0,383.0,208.0,2710.0,1726.0,984.0,2.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
westford rules the north again,SPORTS,unknown,unknown,2019.0,-71.0813536,42.3291796,80401.0,2710.0,488.0,1536.0,28.0,67.0,0.0,383.0,208.0,2710.0,1726.0,984.0,2.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
news in brief,NEWS,Metro,unknown,2019.0,-71.04011950000002,42.3771315,50300.0,2251.0,1066.0,312.0,15.0,237.0,0.0,464.0,157.0,2251.0,1223.0,1028.0,1.0,T_White alone,East Boston,15760.0,1403.0,21700.0,1932.0,2271.0,Hispanic or Latino
who ll benefit from new hotel taxes,BUSINESS,unknown,unknown,2019.0,-70.97553040779604,42.33763816877751,990101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,T_White alone,,,,,,,
leaky foundations and wet basements,REALESTATE,unknown,unknown,2019.0,-70.97553040779604,42.33763816877751,990101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,T_White alone,,,,,,,
massachusetts should follow germany criminal justice lead on emerging adults,EDITORIAL OPINION,Editorial,By Rachael Rollins and Miriam Aroni Krinsky,2019.0,-70.9784562,42.3576609,990101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,T_White alone,,,,,,,
saugus selectman charged in theft,NEWS,Metro,unknown,2019.0,-70.9784562,42.3576609,990101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,T_White alone,,,,,,,
casino executive steps down amid low early returns,BUSINESS,unknown,unknown,2019.0,-70.97553040779604,42.33763816877751,990101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,T_White alone,,,,,,,
wynn massachusetts casino regulators,EDITORIAL OPINION,Editorial,unknown,2019.0,-70.97553040779604,42.33763816877751,990101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,T_White alone,,,,,,,
pills may carry unexpected risk,BUSINESS,unknown,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
with climate challenges looming this is no time to forgo nuclear energy,EDITORIAL OPINION,Letters,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
we trust that jesus will protect us in aftermath of mass shootings fear hits home,NEWS,Metro,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
low income students path to college degree is strewn with barriers,EDITORIAL OPINION,Letters,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
mass. tech health link critiqued,BUSINESS,unknown,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
markey ocasio cortez join forces,NEWS,Metro,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
offering new perspective,BUSINESS,unknown,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
black hole team wins $3m prize,NEWS,Metro,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
judge orders conn. company to halt disputed practices,BUSINESS,unknown,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
hipsters mostly look alike. there math to prove it,BUSINESS,unknown,unknown,2019.0,-71.09416,42.360091,353102.0,,,,,,,,,,,,,,,,,,,,
johnson close to being activated,SPORTS,unknown,unknown,2019.0,-71.38255579999999,41.878711,15200.0,,,,,,,,,,,,,,,,,,,,
think the boston food scene is top five in the country,LIVING ARTS,unknown,unknown,2019.0,-71.0542931,42.3639617,30400.0,2451.0,2311.0,14.0,6.0,74.0,0.0,22.0,24.0,2451.0,2373.0,78.0,3.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
five things to do around boston oct. 28 nov.,MAGAZINE,unknown,unknown,2019.0,-71.0544688,42.3627956,30400.0,2451.0,2311.0,14.0,6.0,74.0,0.0,22.0,24.0,2451.0,2373.0,78.0,3.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
active aiden likes swimming outdoor play,NEWS,Metro,unknown,2019.0,-71.0552054,42.3628959,30400.0,2451.0,2311.0,14.0,6.0,74.0,0.0,22.0,24.0,2451.0,2373.0,78.0,3.0,T_White alone,North End,9306.0,141.0,528.0,445.0,385.0,White alone
federal prison agrees to provide methadone to inmate from mass.,NEWS,Metro,unknown,2019.0,-73.4540111,41.394817,210100.0,,,,,,,,,,,,,,,,,,,,
greater boston author readings june 30 july,LIVING ARTS,unknown,unknown,2019.0,-71.1217152,42.3426377,400200.0,,,,,,,,,,,,,,,,,,,,
greater boston author readings jan. 20 26,LIVING ARTS,unknown,unknown,2019.0,-71.1217152,42.3426377,400200.0,,,,,,,,,,,,,,,,,,,,
recipes for reading prize winning poet and santa shelves,LIVING ARTS,unknown,unknown,2019.0,-71.1217152,42.3426377,400200.0,,,,,,,,,,,,,,,,,,,,
the dark villain rises,LIVING ARTS,unknown,unknown,2019.0,-71.121279,42.3421253,400200.0,,,,,,,,,,,,,,,,,,,,
making their cases,NEWS,Metro,unknown,2019.0,-71.5723953,43.1938516,32500.0,,,,,,,,,,,,,,,,,,,,
patrick is expected to start run today,NEWS,Metro,unknown,2019.0,-71.5723953,43.1938516,32500.0,,,,,,,,,,,,,,,,,,,,
n.h. faces own mess on driver backlogs,NEWS,Metro,unknown,2019.0,-71.5723953,43.1938516,32500.0,,,,,,,,,,,,,,,,,,,,
72 years! happy anniversary,NEWS,Metro,unknown,2019.0,-71.5723953,43.1938516,32500.0,,,,,,,,,,,,,,,,,,,,
weld largely unknown in n.h. says campaign vs. trump on track,NEWS,Metro,unknown,2019.0,-71.5723953,43.1938516,32500.0,,,,,,,,,,,,,,,,,,,,
wayland wraps its arms around ellie,NEWS,unknown,unknown,2019.0,-71.1074295,42.3376159,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
trump creates deadly vacuum along turkish syrian border,EDITORIAL OPINION,Letters,unknown,2019.0,-71.104215,42.3356451,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
home delivery for pot endorsed,NEWS,Metro,unknown,2019.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
blood samples reveal data and surprises,NEWS,Metro,unknown,2019.0,-71.1068499,42.3361779,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
what people are saying,NEWS,Metro,unknown,2019.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
prince objects to $3.5m hospital bill,NEWS,Metro,unknown,2019.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
what does healthy meal look like these days,LIVING ARTS,unknown,unknown,2019.0,-71.10245259999999,42.3354472,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
hospitals in need of negative blood,NEWS,Metro,unknown,2019.0,-71.1068499,42.3361779,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
gene therapies offer hope for blood disorders,BUSINESS,unknown,unknown,2019.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
donald trump impossible health care dream,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.10245259999999,42.3354472,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
tragedy on mt. washington family in mourning,NEWS,Metro,unknown,2019.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
j&j agrees to $117m pelvic mesh settlement,BUSINESS,unknown,unknown,2019.0,-71.104215,42.3356451,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
what is baby value in massachusetts courtroom,EDITORIAL OPINION,Opinion,By Deborah Eappen,2019.0,-71.1054497,42.3375076,81001.0,4890.0,2512.0,799.0,35.0,929.0,3.0,402.0,210.0,4890.0,3940.0,950.0,13.0,T_White alone,Mission Hill,6635.0,2427.0,3341.0,4315.0,800.0,White alone
kennedy has edge in early matchup,NEWS,Metro,unknown,2019.0,-72.6162009,42.2042586,811600.0,,,,,,,,,,,,,,,,,,,,
coalition eyes equity in cannabis industry,NEWS,Metro,unknown,2019.0,-71.10567739999999,42.3671437,353000.0,,,,,,,,,,,,,,,,,,,,
keiana is ready to have family of her own,NEWS,Metro,unknown,2019.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
dimas and yasmine ready for their family,NEWS,Metro,unknown,2019.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
nathalia loves animals and art,NEWS,Metro,unknown,2019.0,-71.2106251,42.316339,374100.0,,,,,,,,,,,,,,,,,,,,
at this year globedocs festival world of determination on display,LIVING ARTS,unknown,unknown,2019.0,-71.1213969,42.3735927,354100.0,,,,,,,,,,,,,,,,,,,,
atlantics afrocosmologies andy warhol and agn varda,LIVING ARTS,unknown,unknown,2019.0,-71.1213969,42.3735927,354100.0,,,,,,,,,,,,,,,,,,,,
here what you can get in boston and cambridge for about $2 million plus,REALESTATE,unknown,unknown,2019.0,-71.128547,42.3747469,354100.0,,,,,,,,,,,,,,,,,,,,
at tiny cellphone carrier ceo will take your order,BUSINESS,unknown,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
what the puffy coat says about us (we re cold),NEWS,Metro,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
ceo leaves biotech after vertex deal,BUSINESS,unknown,unknown,2019.0,-71.1261007,42.3740905,354100.0,,,,,,,,,,,,,,,,,,,,
sweeney made smart move,SPORTS,unknown,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
close watch on baker big moves,EDITORIAL OPINION,Letters,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
finucane receives leadership award,LIVING ARTS,unknown,unknown,2019.0,-71.1214093,42.3714134,354100.0,,,,,,,,,,,,,,,,,,,,
why mindy kaling is not going to talk to anyone for now about her daughter father,LIVING ARTS,unknown,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
focus on awards,LIVING ARTS,unknown,unknown,2019.0,-71.1213969,42.3735927,354100.0,,,,,,,,,,,,,,,,,,,,
for local entrepreneurs vc money still often hurdle,BUSINESS,unknown,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
35 years celebrated afghan justice and claire denis in person,LIVING ARTS,unknown,unknown,2019.0,-71.1213969,42.3735927,354100.0,,,,,,,,,,,,,,,,,,,,
on the air,SPORTS,unknown,unknown,2019.0,-71.12090239999999,42.3729889,354100.0,,,,,,,,,,,,,,,,,,,,
word use spurs call to alter school policies,NEWS,Metro,unknown,2019.0,-71.1270268,42.3783055,354100.0,,,,,,,,,,,,,,,,,,,,
we eloped. why didn anyone send gifts or cards,MAGAZINE,unknown,By Robin Abrahams,2019.0,-71.0994968,42.3875968,351100.0,,,,,,,,,,,,,,,,,,,,
legislation takes aim at hospital tragedies,NEWS,Metro,unknown,2019.0,-71.10943929999999,42.3900624,351100.0,,,,,,,,,,,,,,,,,,,,
arrest can be made if police sense driver is high,NEWS,Metro,unknown,2019.0,-71.0994968,42.3875968,351100.0,,,,,,,,,,,,,,,,,,,,
should massachusetts cities and towns be allowed to extend the right to vote in local elections to legal non citizens,NEWS,unknown,unknown,2019.0,-71.0334232,42.3935931,160400.0,2716.0,1056.0,293.0,26.0,113.0,0.0,1040.0,188.0,2716.0,794.0,1922.0,4.0,T_Hispanic or Latino,,,,,,,
seeks fare raises to improve services,NEWS,Metro,unknown,2019.0,-71.0412802,42.3936888,160400.0,2716.0,1056.0,293.0,26.0,113.0,0.0,1040.0,188.0,2716.0,794.0,1922.0,4.0,T_Hispanic or Latino,,,,,,,
new details revealed on secret courts,NEWS,Metro,unknown,2019.0,-71.0414881,42.38896769999999,160400.0,2716.0,1056.0,293.0,26.0,113.0,0.0,1040.0,188.0,2716.0,794.0,1922.0,4.0,T_Hispanic or Latino,,,,,,,
one girl troubled trail through mass. foster care system,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0395218,42.3935873,160400.0,2716.0,1056.0,293.0,26.0,113.0,0.0,1040.0,188.0,2716.0,794.0,1922.0,4.0,T_Hispanic or Latino,,,,,,,
poetry amid the pines of maine in ransom street,LIVING ARTS,unknown,unknown,2019.0,-71.1744386,42.3977831,357100.0,,,,,,,,,,,,,,,,,,,,
on moms and how they mother,LIVING ARTS,unknown,unknown,2019.0,-71.1744386,42.3977831,357100.0,,,,,,,,,,,,,,,,,,,,
mass. man tests positive for eee virus,NEWS,Metro,unknown,2019.0,-70.6672621,41.9584457,530300.0,,,,,,,,,,,,,,,,,,,,
farm robots the next growth industry,BUSINESS,unknown,unknown,2019.0,-71.1383531,42.4984141,333501.0,,,,,,,,,,,,,,,,,,,,
for sick pets medical marijuana an enticing yet untested option,NEWS,Metro,unknown,2019.0,-71.20178659999999,42.3666319,370102.0,,,,,,,,,,,,,,,,,,,,
media literacy has to be an essential skill for today students,EDITORIAL OPINION,Letters,unknown,2019.0,-71.184692,42.3657391,370102.0,,,,,,,,,,,,,,,,,,,,
mass. shouldn depend on yelp for child care ratings,EDITORIAL OPINION,Editorial,unknown,2019.0,-71.190905,42.362704,370102.0,,,,,,,,,,,,,,,,,,,,
special ed funds should have been shared us finds,NEWS,Metro,unknown,2019.0,-71.13036389999999,42.3299773,400600.0,,,,,,,,,,,,,,,,,,,,
new england news in brief,NEWS,Metro,unknown,2019.0,-71.0595301,42.2888933,100601.0,5154.0,2217.0,1542.0,9.0,844.0,2.0,346.0,194.0,5154.0,4676.0,478.0,1.0,T_White alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
health and wellness at brandeis,NEWS,Metro,unknown,2019.0,-71.2601562,42.3657717,368400.0,,,,,,,,,,,,,,,,,,,,
at the center of murder case how baby died,NEWS,Metro,unknown,2019.0,-71.1634717,42.500543,333600.0,,,,,,,,,,,,,,,,,,,,
small mass. hospitals team up to save money,BUSINESS,unknown,unknown,2019.0,-71.3761648,42.4519005,361100.0,,,,,,,,,,,,,,,,,,,,
tracking mercury path,NEWS,Metro,unknown,2019.0,-72.2078598,42.508422,704200.0,,,,,,,,,,,,,,,,,,,,
answering your questions about medicare for all,BUSINESS,unknown,unknown,2019.0,-71.1940779,42.3418186,373500.0,,,,,,,,,,,,,,,,,,,,
bensussen named artistic director at hartford stage,LIVING ARTS,unknown,unknown,2019.0,-71.0729614,42.3160099,90400.0,3659.0,388.0,2155.0,43.0,36.0,3.0,713.0,321.0,3659.0,2454.0,1205.0,1.0,T_Black or African American alone,Roxbury,7137.0,22624.0,16633.0,3222.0,4917.0,Black or African American alone
bc depth exposed in rout by virginia,SPORTS,unknown,unknown,2019.0,-78.6568942,37.4315734,930202.0,,,,,,,,,,,,,,,,,,,,
addiction center scrapped bias alleged,NEWS,Metro,unknown,2019.0,-71.1361818,41.7149653,642400.0,,,,,,,,,,,,,,,,,,,,
court reviews use of taser on ill woman,NEWS,Metro,unknown,2019.0,-72.2267383,42.59593290000001,703200.0,,,,,,,,,,,,,,,,,,,,
the diversity problem the city refuses to solve,EDITORIAL OPINION,Editorial,unknown,2019.0,-71.071651,42.3838442,40600.0,2444.0,2284.0,38.0,0.0,89.0,1.0,9.0,23.0,2444.0,2386.0,58.0,4.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
cadet program promises diversity,EDITORIAL OPINION,Editorial,unknown,2019.0,-71.071651,42.3838442,40600.0,2444.0,2284.0,38.0,0.0,89.0,1.0,9.0,23.0,2444.0,2386.0,58.0,4.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
gillette says new ad aims to guide next generation to be their best,NEWS,Metro,unknown,2019.0,-71.0660632,42.3800256,40600.0,2444.0,2284.0,38.0,0.0,89.0,1.0,9.0,23.0,2444.0,2386.0,58.0,4.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
opening the bfd for women,EDITORIAL OPINION,Opinion,unknown,2019.0,-71.071651,42.3838442,40600.0,2444.0,2284.0,38.0,0.0,89.0,1.0,9.0,23.0,2444.0,2386.0,58.0,4.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
as recruits train fire boss says his hands tied,NEWS,Metro,unknown,2019.0,-70.99108679999999,42.3057746,417400.0,,,,,,,,,,,,,,,,,,,,
boston wants doctors to ask about firearms,NEWS,Metro,unknown,2019.0,-71.0678491,42.3058851,91800.0,3452.0,294.0,1947.0,17.0,60.0,0.0,890.0,244.0,3452.0,2739.0,713.0,1.0,T_Black or African American alone,Dorchester,27411.0,42714.0,25285.0,13360.0,13421.0,Black or African American alone
reader misjudges das motivation in raising alarm on sentencing guidelines,EDITORIAL OPINION,Letters,unknown,2019.0,-71.3250563,42.1195426,409101.0,,,,,,,,,,,,,,,,,,,,
pressley others debate vote by felons,NEWS,Metro,unknown,2019.0,-71.3250563,42.1195426,409101.0,,,,,,,,,,,,,,,,,,,,
high court sends out sos on evidence storage,EDITORIAL OPINION,Editorial,unknown,2019.0,-71.0687241,42.3668304,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
decades later sharks still have their hooks in him,NEWS,Metro,unknown,2019.0,-71.0687241,42.3668304,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
the pops presents july fourth melting pot,LIVING ARTS,unknown,unknown,2019.0,-71.07369890000001,42.3572889,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
meet luna the state police first ever comfort dog,NEWS,Metro,unknown,2019.0,-71.0687241,42.3668304,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
self delusion via self storage the other clutter war,NEWS,Metro,unknown,2019.0,-71.1603016,42.3589725,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
no. on force picked to lead state police,NEWS,Metro,unknown,2019.0,-71.0687241,42.3668304,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
uber driver arrested in rape of passenger,NEWS,Metro,unknown,2019.0,-71.0891144,42.3520957,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
trooper formally cleared in 17 scandal,NEWS,Metro,unknown,2019.0,-71.0687241,42.3668304,981501.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,8.0,T_White alone,Back Bay,13065.0,690.0,1208.0,2410.0,817.0,White alone
heads up turtle in road,NEWS,Metro,unknown,2019.0,-71.0620106,42.3767821,40300.0,3882.0,3301.0,183.0,8.0,149.0,1.0,142.0,98.0,3882.0,3498.0,384.0,5.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
david page to leave whitehead institute,BUSINESS,unknown,unknown,2019.0,-71.068747,42.3790601,40300.0,3882.0,3301.0,183.0,8.0,149.0,1.0,142.0,98.0,3882.0,3498.0,384.0,5.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
revolution in concord,NEWS,unknown,unknown,2019.0,-71.0609439,42.3776923,40300.0,3882.0,3301.0,183.0,8.0,149.0,1.0,142.0,98.0,3882.0,3498.0,384.0,5.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
should the state allow cities and towns to use automated traffic enforcement,NEWS,unknown,unknown,2019.0,-71.068747,42.3790601,40300.0,3882.0,3301.0,183.0,8.0,149.0,1.0,142.0,98.0,3882.0,3498.0,384.0,5.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
joe kennedy makes push for moral capitalism,EDITORIAL OPINION,Letters,unknown,2019.0,-71.0615977,42.37865559999999,40300.0,3882.0,3301.0,183.0,8.0,149.0,1.0,142.0,98.0,3882.0,3498.0,384.0,5.0,T_White alone,Charlestown,13626.0,990.0,2075.0,1650.0,779.0,White alone
weekend agenda,BUSINESS,unknown,unknown,2019.0,-71.0887372,42.3399145,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
man given life in prison for murder,NEWS,Metro,unknown,2019.0,-71.0895292,42.3465952,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
revolution bolster speed in mls draft,SPORTS,unknown,unknown,2019.0,-71.0846418,42.3410767,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
hurt when ferry runs aground in harbor,NEWS,Metro,unknown,2019.0,-71.0898892,42.339904,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
tony bennett encore,LIVING ARTS,unknown,unknown,2019.0,-71.0895292,42.3465952,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
jones expects his terriers to be renewed improved,SPORTS,unknown,unknown,2019.0,-71.0898892,42.339904,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
phillies trade for all star realmuto,SPORTS,unknown,unknown,2019.0,-71.0846418,42.3410767,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
local musicians blast domingo following harassment claims,NEWS,Metro,unknown,2019.0,-71.0900107,42.3462021,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
swimming became winning investment he was meant to be swimmer,NEWS,unknown,unknown,2019.0,-71.087034,42.3409096,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
device tying breath music awarded hubweek fall festival,BUSINESS,unknown,unknown,2019.0,-71.0895292,42.3465952,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
2018 gains in mass. jobs an exaggeration,BUSINESS,unknown,unknown,2019.0,-71.0898892,42.339904,10405.0,5522.0,4000.0,471.0,18.0,719.0,2.0,131.0,181.0,5522.0,5087.0,435.0,16.0,T_White alone,Fenway,20350.0,2333.0,3565.0,9210.0,2035.0,White alone
